Coordinates3,Count
"(33.806, -84.407)",6
"(33.806, -84.408)",6
"(33.806, -84.409)",1
"(33.806, -84.41)",3
"(33.806, -84.411)",1
"(33.806, -84.412)",1
"(33.806, -84.413)",9
"(33.806, -84.417)",3
"(33.806, -84.418)",4
"(33.806, -84.419)",5
"(33.806, -84.421)",2
"(33.806, -84.424)",3
"(33.806, -84.425)",9
"(33.806, -84.426)",2
"(33.806, -84.428)",12
"(33.806, -84.429)",15
"(33.806, -84.43)",4
"(33.806, -84.431)",10
"(33.806, -84.432)",2
"(33.806, -84.433)",7
"(33.806, -84.434)",12
"(33.806, -84.437)",5
"(33.806, -84.438)",8
"(33.806, -84.447)",1
"(33.806, -84.448)",7
"(33.806, -84.449)",4
"(33.806, -84.45)",2
"(33.806, -84.461)",4
"(33.806, -84.463)",3
"(33.806, -84.464)",124
"(33.806, -84.465)",5
"(33.806, -84.466)",1
"(33.806, -84.467)",3
"(33.806, -84.471)",1
"(33.806, -84.473)",13
"(33.806, -84.487)",5
"(33.807, -84.349)",2
"(33.807, -84.35)",1
"(33.807, -84.351)",1
"(33.807, -84.353)",2
"(33.807, -84.36)",1
"(33.807, -84.361)",1
"(33.807, -84.362)",3
"(33.807, -84.364)",2
"(33.807, -84.365)",46
"(33.807, -84.366)",53
"(33.807, -84.367)",101
"(33.807, -84.368)",5
"(33.807, -84.37)",3
"(33.807, -84.371)",1
"(33.807, -84.372)",10
"(33.807, -84.373)",4
"(33.807, -84.374)",3
"(33.807, -84.375)",4
"(33.807, -84.376)",1
"(33.807, -84.377)",2
"(33.807, -84.382)",4
"(33.807, -84.383)",1
"(33.807, -84.384)",4
"(33.807, -84.385)",1
"(33.807, -84.387)",2
"(33.807, -84.389)",1
"(33.807, -84.39)",3
"(33.807, -84.391)",2
"(33.807, -84.392)",1
"(33.807, -84.393)",27
"(33.807, -84.394)",39
"(33.807, -84.395)",6
"(33.807, -84.396)",5
"(33.807, -84.397)",2
"(33.807, -84.398)",1
"(33.807, -84.399)",2
"(33.807, -84.401)",2
"(33.807, -84.402)",4
"(33.807, -84.403)",11
"(33.807, -84.404)",1
"(33.807, -84.405)",4
"(33.807, -84.406)",6
"(33.807, -84.409)",1
"(33.807, -84.41)",7
"(33.807, -84.412)",7
"(33.807, -84.413)",145
"(33.807, -84.414)",44
"(33.807, -84.415)",5
"(33.807, -84.417)",1
"(33.807, -84.418)",3
"(33.807, -84.419)",3
"(33.807, -84.42)",3
"(33.807, -84.421)",1
"(33.807, -84.422)",5
"(33.807, -84.423)",2
"(33.807, -84.426)",2
"(33.807, -84.429)",3
"(33.807, -84.43)",5
"(33.807, -84.432)",1
"(33.807, -84.433)",4
"(33.807, -84.435)",28
"(33.807, -84.438)",1
"(33.807, -84.448)",2
"(33.807, -84.449)",2
"(33.807, -84.45)",6
"(33.807, -84.466)",3
"(33.807, -84.467)",1
"(33.807, -84.468)",8
"(33.807, -84.469)",3
"(33.807, -84.47)",2
"(33.807, -84.471)",2
"(33.807, -84.472)",25
"(33.807, -84.473)",6
"(33.807, -84.476)",9
"(33.807, -84.479)",7
"(33.808, -84.35)",1
"(33.808, -84.352)",2
"(33.808, -84.36)",1
"(33.808, -84.361)",5
"(33.808, -84.363)",1
"(33.808, -84.364)",30
"(33.808, -84.365)",5
"(33.808, -84.366)",35
"(33.808, -84.368)",19
"(33.808, -84.369)",5
"(33.808, -84.37)",2
"(33.808, -84.371)",3
"(33.808, -84.372)",3
"(33.808, -84.373)",1
"(33.808, -84.374)",44
"(33.808, -84.376)",4
"(33.808, -84.381)",5
"(33.808, -84.382)",4
"(33.808, -84.383)",4
"(33.808, -84.384)",4
"(33.808, -84.388)",1
"(33.808, -84.389)",1
"(33.808, -84.39)",1
"(33.808, -84.391)",2
"(33.808, -84.392)",5
"(33.808, -84.393)",3
"(33.808, -84.394)",162
"(33.808, -84.396)",6
"(33.808, -84.397)",34
"(33.808, -84.398)",14
"(33.808, -84.4)",3
"(33.808, -84.401)",2
"(33.808, -84.404)",4
"(33.808, -84.405)",2
"(33.808, -84.406)",1
"(33.808, -84.408)",3
"(33.808, -84.409)",2
"(33.808, -84.41)",1
"(33.808, -84.412)",22
"(33.808, -84.413)",55
"(33.808, -84.414)",28
"(33.808, -84.415)",3
"(33.808, -84.416)",6
"(33.808, -84.418)",5
"(33.808, -84.419)",2
"(33.808, -84.422)",1
"(33.808, -84.424)",2
"(33.808, -84.425)",3
"(33.808, -84.426)",12
"(33.808, -84.43)",1
"(33.808, -84.432)",2
"(33.808, -84.433)",13
"(33.808, -84.435)",77
"(33.808, -84.436)",19
"(33.808, -84.437)",1
"(33.808, -84.447)",1
"(33.808, -84.448)",4
"(33.808, -84.449)",4
"(33.808, -84.45)",3
"(33.808, -84.451)",1
"(33.808, -84.465)",7
"(33.808, -84.467)",2
"(33.808, -84.468)",3
"(33.808, -84.469)",8
"(33.808, -84.47)",12
"(33.808, -84.471)",11
"(33.808, -84.472)",5
"(33.808, -84.473)",1
"(33.808, -84.474)",11
"(33.808, -84.475)",2
"(33.808, -84.476)",1
"(33.808, -84.478)",26
"(33.808, -84.481)",3
"(33.808, -84.482)",5
"(33.808, -84.483)",3
"(33.809, -84.349)",2
"(33.809, -84.35)",3
"(33.809, -84.351)",4
"(33.809, -84.352)",2
"(33.809, -84.36)",15
"(33.809, -84.361)",72
"(33.809, -84.362)",13
"(33.809, -84.363)",58
"(33.809, -84.364)",39
"(33.809, -84.365)",23
"(33.809, -84.366)",49
"(33.809, -84.367)",12
"(33.809, -84.368)",1
"(33.809, -84.37)",3
"(33.809, -84.372)",5
"(33.809, -84.373)",1
"(33.809, -84.374)",10
"(33.809, -84.375)",127
"(33.809, -84.38)",5
"(33.809, -84.381)",5
"(33.809, -84.382)",7
"(33.809, -84.383)",4
"(33.809, -84.389)",2
"(33.809, -84.39)",3
"(33.809, -84.392)",12
"(33.809, -84.393)",34
"(33.809, -84.395)",49
"(33.809, -84.399)",4
"(33.809, -84.4)",3
"(33.809, -84.401)",1
"(33.809, -84.402)",2
"(33.809, -84.403)",1
"(33.809, -84.404)",1
"(33.809, -84.405)",2
"(33.809, -84.407)",7
"(33.809, -84.408)",5
"(33.809, -84.409)",5
"(33.809, -84.41)",2
"(33.809, -84.411)",5
"(33.809, -84.412)",1
"(33.809, -84.413)",281
"(33.809, -84.414)",17
"(33.809, -84.415)",5
"(33.809, -84.417)",4
"(33.809, -84.419)",6
"(33.809, -84.421)",3
"(33.809, -84.422)",7
"(33.809, -84.423)",1
"(33.809, -84.424)",6
"(33.809, -84.425)",7
"(33.809, -84.426)",8
"(33.809, -84.43)",2
"(33.809, -84.432)",1
"(33.809, -84.433)",1
"(33.809, -84.434)",6
"(33.809, -84.435)",1
"(33.809, -84.436)",108
"(33.809, -84.437)",28
"(33.809, -84.438)",11
"(33.809, -84.439)",1
"(33.809, -84.447)",2
"(33.809, -84.448)",1
"(33.809, -84.449)",4
"(33.809, -84.45)",3
"(33.809, -84.451)",4
"(33.809, -84.452)",5
"(33.809, -84.465)",1
"(33.809, -84.466)",8
"(33.809, -84.468)",4
"(33.809, -84.469)",3
"(33.809, -84.47)",10
"(33.809, -84.471)",2
"(33.809, -84.472)",13
"(33.809, -84.473)",17
"(33.809, -84.474)",3
"(33.809, -84.478)",13
"(33.809, -84.479)",1
"(33.809, -84.481)",2
"(33.809, -84.482)",6
"(33.809, -84.483)",5
"(33.809, -84.484)",3
"(33.809, -84.485)",4
"(33.81, -84.349)",1
"(33.81, -84.351)",2
"(33.81, -84.352)",6
"(33.81, -84.359)",7
"(33.81, -84.36)",31
"(33.81, -84.361)",76
"(33.81, -84.362)",22
"(33.81, -84.363)",45
"(33.81, -84.364)",2
"(33.81, -84.365)",21
"(33.81, -84.366)",56
"(33.81, -84.367)",69
"(33.81, -84.368)",45
"(33.81, -84.369)",39
"(33.81, -84.37)",92
"(33.81, -84.371)",88
"(33.81, -84.373)",39
"(33.81, -84.374)",3
"(33.81, -84.377)",2
"(33.81, -84.38)",3
"(33.81, -84.381)",1
"(33.81, -84.382)",1
"(33.81, -84.384)",1
"(33.81, -84.385)",1
"(33.81, -84.386)",1
"(33.81, -84.389)",31
"(33.81, -84.39)",11
"(33.81, -84.391)",92
"(33.81, -84.392)",15
"(33.81, -84.393)",179
"(33.81, -84.394)",97
"(33.81, -84.396)",197
"(33.81, -84.398)",2
"(33.81, -84.399)",1
"(33.81, -84.4)",1
"(33.81, -84.401)",4
"(33.81, -84.402)",3
"(33.81, -84.403)",7
"(33.81, -84.404)",1
"(33.81, -84.406)",5
"(33.81, -84.407)",3
"(33.81, -84.408)",10
"(33.81, -84.409)",4
"(33.81, -84.41)",2
"(33.81, -84.411)",2
"(33.81, -84.412)",3
"(33.81, -84.413)",154
"(33.81, -84.414)",2
"(33.81, -84.416)",63
"(33.81, -84.417)",74
"(33.81, -84.418)",4
"(33.81, -84.419)",1
"(33.81, -84.42)",30
"(33.81, -84.421)",44
"(33.81, -84.422)",2
"(33.81, -84.423)",1
"(33.81, -84.424)",4
"(33.81, -84.425)",2
"(33.81, -84.426)",5
"(33.81, -84.427)",28
"(33.81, -84.428)",52
"(33.81, -84.432)",2
"(33.81, -84.433)",3
"(33.81, -84.434)",21
"(33.81, -84.437)",6
"(33.81, -84.438)",7
"(33.81, -84.439)",7
"(33.81, -84.448)",4
"(33.81, -84.449)",1
"(33.81, -84.45)",1
"(33.81, -84.451)",4
"(33.81, -84.452)",2
"(33.81, -84.453)",3
"(33.81, -84.465)",6
"(33.81, -84.466)",5
"(33.81, -84.467)",3
"(33.81, -84.468)",3
"(33.81, -84.469)",1
"(33.81, -84.47)",4
"(33.81, -84.471)",4
"(33.81, -84.472)",10
"(33.81, -84.473)",8
"(33.81, -84.474)",3
"(33.81, -84.475)",2
"(33.81, -84.476)",4
"(33.81, -84.477)",12
"(33.81, -84.479)",5
"(33.81, -84.48)",3
"(33.81, -84.481)",6
"(33.81, -84.482)",4
"(33.81, -84.483)",2
"(33.81, -84.484)",9
"(33.81, -84.485)",5
"(33.811, -84.349)",6
"(33.811, -84.35)",2
"(33.811, -84.351)",2
"(33.811, -84.352)",4
"(33.811, -84.355)",28
"(33.811, -84.356)",48
"(33.811, -84.357)",1
"(33.811, -84.358)",30
"(33.811, -84.359)",7
"(33.811, -84.36)",1
"(33.811, -84.361)",1
"(33.811, -84.362)",27
"(33.811, -84.363)",11
"(33.811, -84.364)",4
"(33.811, -84.365)",7
"(33.811, -84.366)",21
"(33.811, -84.367)",15
"(33.811, -84.368)",67
"(33.811, -84.369)",4
"(33.811, -84.37)",30
"(33.811, -84.371)",3
"(33.811, -84.372)",1
"(33.811, -84.375)",4
"(33.811, -84.376)",5
"(33.811, -84.377)",2
"(33.811, -84.378)",7
"(33.811, -84.38)",4
"(33.811, -84.383)",1
"(33.811, -84.384)",1
"(33.811, -84.386)",2
"(33.811, -84.387)",2
"(33.811, -84.388)",2
"(33.811, -84.389)",6
"(33.811, -84.39)",17
"(33.811, -84.391)",110
"(33.811, -84.392)",27
"(33.811, -84.393)",22
"(33.811, -84.397)",3
"(33.811, -84.398)",1
"(33.811, -84.4)",3
"(33.811, -84.401)",1
"(33.811, -84.402)",3
"(33.811, -84.403)",14
"(33.811, -84.404)",8
"(33.811, -84.405)",3
"(33.811, -84.406)",1
"(33.811, -84.407)",4
"(33.811, -84.409)",1
"(33.811, -84.41)",3
"(33.811, -84.412)",1
"(33.811, -84.413)",4
"(33.811, -84.414)",3
"(33.811, -84.415)",1
"(33.811, -84.417)",2
"(33.811, -84.42)",9
"(33.811, -84.422)",5
"(33.811, -84.423)",20
"(33.811, -84.424)",5
"(33.811, -84.425)",220
"(33.811, -84.426)",20
"(33.811, -84.427)",14
"(33.811, -84.428)",5
"(33.811, -84.43)",1
"(33.811, -84.432)",4
"(33.811, -84.433)",6
"(33.811, -84.434)",13
"(33.811, -84.436)",2
"(33.811, -84.437)",3
"(33.811, -84.438)",2
"(33.811, -84.439)",1
"(33.811, -84.441)",1
"(33.811, -84.448)",1
"(33.811, -84.449)",6
"(33.811, -84.45)",1
"(33.811, -84.454)",1
"(33.811, -84.465)",2
"(33.811, -84.466)",5
"(33.811, -84.467)",7
"(33.811, -84.468)",11
"(33.811, -84.469)",3
"(33.811, -84.47)",5
"(33.811, -84.471)",9
"(33.811, -84.472)",24
"(33.811, -84.473)",13
"(33.811, -84.474)",6
"(33.811, -84.475)",30
"(33.811, -84.476)",174
"(33.811, -84.477)",48
"(33.811, -84.478)",9
"(33.811, -84.479)",3
"(33.811, -84.48)",5
"(33.811, -84.481)",12
"(33.811, -84.482)",3
"(33.811, -84.483)",1
"(33.811, -84.484)",1
"(33.811, -84.486)",1
"(33.812, -84.349)",6
"(33.812, -84.35)",2
"(33.812, -84.351)",6
"(33.812, -84.352)",3
"(33.812, -84.355)",13
"(33.812, -84.356)",20
"(33.812, -84.357)",19
"(33.812, -84.358)",97
"(33.812, -84.359)",9
"(33.812, -84.36)",1
"(33.812, -84.361)",4
"(33.812, -84.362)",4
"(33.812, -84.363)",20
"(33.812, -84.364)",14
"(33.812, -84.366)",116
"(33.812, -84.367)",7
"(33.812, -84.368)",56
"(33.812, -84.37)",1
"(33.812, -84.371)",7
"(33.812, -84.372)",20
"(33.812, -84.373)",8
"(33.812, -84.375)",5
"(33.812, -84.376)",4
"(33.812, -84.379)",14
"(33.812, -84.383)",1
"(33.812, -84.39)",9
"(33.812, -84.391)",59
"(33.812, -84.392)",16
"(33.812, -84.393)",69
"(33.812, -84.394)",20
"(33.812, -84.395)",11
"(33.812, -84.396)",18
"(33.812, -84.397)",1
"(33.812, -84.399)",3
"(33.812, -84.403)",2
"(33.812, -84.404)",1
"(33.812, -84.405)",5
"(33.812, -84.406)",3
"(33.812, -84.407)",5
"(33.812, -84.408)",5
"(33.812, -84.409)",2
"(33.812, -84.41)",2
"(33.812, -84.411)",2
"(33.812, -84.412)",2
"(33.812, -84.413)",1
"(33.812, -84.414)",1
"(33.812, -84.415)",10
"(33.812, -84.416)",1
"(33.812, -84.418)",4
"(33.812, -84.421)",12
"(33.812, -84.422)",2
"(33.812, -84.423)",7
"(33.812, -84.424)",53
"(33.812, -84.425)",31
"(33.812, -84.426)",31
"(33.812, -84.427)",9
"(33.812, -84.428)",16
"(33.812, -84.429)",19
"(33.812, -84.43)",2
"(33.812, -84.431)",15
"(33.812, -84.432)",39
"(33.812, -84.433)",2
"(33.812, -84.434)",5
"(33.812, -84.435)",16
"(33.812, -84.437)",4
"(33.812, -84.438)",11
"(33.812, -84.439)",4
"(33.812, -84.44)",3
"(33.812, -84.442)",2
"(33.812, -84.447)",1
"(33.812, -84.452)",1
"(33.812, -84.454)",3
"(33.812, -84.455)",9
"(33.812, -84.456)",2
"(33.812, -84.466)",5
"(33.812, -84.467)",4
"(33.812, -84.468)",6
"(33.812, -84.469)",9
"(33.812, -84.47)",21
"(33.812, -84.471)",6
"(33.812, -84.472)",22
"(33.812, -84.473)",15
"(33.812, -84.474)",7
"(33.812, -84.475)",5
"(33.812, -84.476)",18
"(33.812, -84.477)",2
"(33.812, -84.478)",7
"(33.812, -84.479)",5
"(33.812, -84.48)",9
"(33.812, -84.481)",9
"(33.812, -84.483)",5
"(33.813, -84.349)",3
"(33.813, -84.35)",4
"(33.813, -84.351)",3
"(33.813, -84.352)",1
"(33.813, -84.353)",41
"(33.813, -84.354)",80
"(33.813, -84.355)",9
"(33.813, -84.356)",8
"(33.813, -84.357)",2
"(33.813, -84.358)",30
"(33.813, -84.359)",47
"(33.813, -84.36)",6
"(33.813, -84.362)",15
"(33.813, -84.363)",6
"(33.813, -84.364)",1
"(33.813, -84.367)",175
"(33.813, -84.37)",1
"(33.813, -84.372)",3
"(33.813, -84.373)",2
"(33.813, -84.374)",243
"(33.813, -84.375)",4
"(33.813, -84.376)",2
"(33.813, -84.389)",3
"(33.813, -84.39)",11
"(33.813, -84.391)",17
"(33.813, -84.392)",153
"(33.813, -84.393)",72
"(33.813, -84.394)",44
"(33.813, -84.395)",7
"(33.813, -84.396)",5
"(33.813, -84.397)",6
"(33.813, -84.398)",2
"(33.813, -84.4)",2
"(33.813, -84.403)",1
"(33.813, -84.405)",2
"(33.813, -84.406)",6
"(33.813, -84.407)",2
"(33.813, -84.408)",8
"(33.813, -84.409)",4
"(33.813, -84.41)",2
"(33.813, -84.411)",1
"(33.813, -84.412)",4
"(33.813, -84.413)",1
"(33.813, -84.414)",2
"(33.813, -84.417)",2
"(33.813, -84.418)",3
"(33.813, -84.419)",1
"(33.813, -84.421)",4
"(33.813, -84.422)",5
"(33.813, -84.423)",2
"(33.813, -84.424)",2
"(33.813, -84.425)",24
"(33.813, -84.426)",48
"(33.813, -84.429)",3
"(33.813, -84.43)",8
"(33.813, -84.431)",2
"(33.813, -84.435)",3
"(33.813, -84.437)",6
"(33.813, -84.438)",1
"(33.813, -84.439)",11
"(33.813, -84.44)",1
"(33.813, -84.441)",1
"(33.813, -84.443)",4
"(33.813, -84.445)",10
"(33.813, -84.446)",2
"(33.813, -84.447)",4
"(33.813, -84.45)",14
"(33.813, -84.452)",1
"(33.813, -84.454)",2
"(33.813, -84.455)",1
"(33.813, -84.456)",3
"(33.813, -84.466)",3
"(33.813, -84.467)",2
"(33.813, -84.468)",4
"(33.813, -84.469)",24
"(33.813, -84.47)",4
"(33.813, -84.472)",2
"(33.813, -84.473)",12
"(33.813, -84.474)",6
"(33.813, -84.475)",9
"(33.813, -84.476)",3
"(33.813, -84.477)",1
"(33.813, -84.478)",12
"(33.813, -84.479)",14
"(33.813, -84.48)",6
"(33.813, -84.481)",3
"(33.813, -84.482)",5
"(33.813, -84.483)",4
"(33.813, -84.484)",2
"(33.814, -84.349)",12
"(33.814, -84.35)",1
"(33.814, -84.351)",25
"(33.814, -84.352)",18
"(33.814, -84.353)",14
"(33.814, -84.354)",24
"(33.814, -84.355)",6
"(33.814, -84.356)",9
"(33.814, -84.359)",2
"(33.814, -84.36)",3
"(33.814, -84.366)",2
"(33.814, -84.367)",1
"(33.814, -84.378)",2
"(33.814, -84.384)",1
"(33.814, -84.385)",4
"(33.814, -84.386)",1
"(33.814, -84.387)",3
"(33.814, -84.388)",1
"(33.814, -84.389)",66
"(33.814, -84.39)",139
"(33.814, -84.391)",17
"(33.814, -84.392)",15
"(33.814, -84.393)",5
"(33.814, -84.394)",23
"(33.814, -84.395)",42
"(33.814, -84.396)",16
"(33.814, -84.397)",10
"(33.814, -84.398)",1
"(33.814, -84.408)",84
"(33.814, -84.409)",4
"(33.814, -84.41)",5
"(33.814, -84.411)",1
"(33.814, -84.412)",3
"(33.814, -84.413)",7
"(33.814, -84.414)",1
"(33.814, -84.415)",2
"(33.814, -84.417)",2
"(33.814, -84.418)",1
"(33.814, -84.419)",2
"(33.814, -84.422)",2
"(33.814, -84.423)",2
"(33.814, -84.424)",10
"(33.814, -84.425)",23
"(33.814, -84.426)",11
"(33.814, -84.427)",17
"(33.814, -84.428)",2
"(33.814, -84.429)",3
"(33.814, -84.43)",4
"(33.814, -84.431)",37
"(33.814, -84.432)",13
"(33.814, -84.433)",4
"(33.814, -84.437)",1
"(33.814, -84.438)",45
"(33.814, -84.439)",16
"(33.814, -84.44)",1
"(33.814, -84.441)",4
"(33.814, -84.442)",4
"(33.814, -84.443)",2
"(33.814, -84.445)",5
"(33.814, -84.446)",8
"(33.814, -84.447)",2
"(33.814, -84.448)",9
"(33.814, -84.449)",3
"(33.814, -84.454)",5
"(33.814, -84.455)",2
"(33.814, -84.456)",2
"(33.814, -84.457)",4
"(33.814, -84.464)",6
"(33.814, -84.465)",3
"(33.814, -84.467)",3
"(33.814, -84.468)",18
"(33.814, -84.469)",4
"(33.814, -84.471)",4
"(33.814, -84.472)",12
"(33.814, -84.473)",2
"(33.814, -84.474)",10
"(33.814, -84.475)",4
"(33.814, -84.476)",3
"(33.814, -84.477)",8
"(33.814, -84.478)",9
"(33.814, -84.479)",9
"(33.814, -84.48)",6
"(33.814, -84.481)",5
"(33.815, -84.349)",54
"(33.815, -84.35)",39
"(33.815, -84.351)",6
"(33.815, -84.352)",7
"(33.815, -84.353)",26
"(33.815, -84.354)",23
"(33.815, -84.355)",2
"(33.815, -84.356)",1
"(33.815, -84.359)",1
"(33.815, -84.36)",2
"(33.815, -84.361)",5
"(33.815, -84.366)",21
"(33.815, -84.375)",1
"(33.815, -84.379)",1
"(33.815, -84.381)",4
"(33.815, -84.382)",4
"(33.815, -84.383)",3
"(33.815, -84.384)",4
"(33.815, -84.385)",2
"(33.815, -84.386)",1
"(33.815, -84.388)",2
"(33.815, -84.391)",63
"(33.815, -84.392)",30
"(33.815, -84.393)",7
"(33.815, -84.394)",39
"(33.815, -84.396)",20
"(33.815, -84.397)",25
"(33.815, -84.408)",7
"(33.815, -84.409)",4
"(33.815, -84.41)",3
"(33.815, -84.411)",1
"(33.815, -84.412)",2
"(33.815, -84.414)",3
"(33.815, -84.415)",1
"(33.815, -84.416)",3
"(33.815, -84.417)",1
"(33.815, -84.418)",2
"(33.815, -84.419)",2
"(33.815, -84.42)",2
"(33.815, -84.422)",4
"(33.815, -84.423)",11
"(33.815, -84.424)",15
"(33.815, -84.425)",17
"(33.815, -84.426)",11
"(33.815, -84.427)",3
"(33.815, -84.428)",1
"(33.815, -84.429)",7
"(33.815, -84.43)",1
"(33.815, -84.431)",7
"(33.815, -84.432)",5
"(33.815, -84.433)",24
"(33.815, -84.434)",4
"(33.815, -84.439)",3
"(33.815, -84.44)",14
"(33.815, -84.441)",9
"(33.815, -84.442)",1
"(33.815, -84.443)",15
"(33.815, -84.444)",7
"(33.815, -84.445)",5
"(33.815, -84.446)",5
"(33.815, -84.447)",3
"(33.815, -84.448)",2
"(33.815, -84.449)",2
"(33.815, -84.45)",6
"(33.815, -84.451)",6
"(33.815, -84.452)",6
"(33.815, -84.453)",4
"(33.815, -84.454)",6
"(33.815, -84.455)",3
"(33.815, -84.456)",3
"(33.815, -84.464)",2
"(33.815, -84.465)",4
"(33.815, -84.466)",7
"(33.815, -84.467)",4
"(33.815, -84.469)",4
"(33.815, -84.47)",8
"(33.815, -84.471)",6
"(33.815, -84.472)",10
"(33.815, -84.473)",8
"(33.815, -84.474)",10
"(33.815, -84.475)",2
"(33.815, -84.476)",3
"(33.815, -84.478)",6
"(33.815, -84.479)",1
"(33.816, -84.349)",5
"(33.816, -84.35)",3
"(33.816, -84.351)",3
"(33.816, -84.352)",130
"(33.816, -84.353)",25
"(33.816, -84.354)",1
"(33.816, -84.355)",1
"(33.816, -84.356)",2
"(33.816, -84.358)",1
"(33.816, -84.36)",5
"(33.816, -84.362)",2
"(33.816, -84.364)",5
"(33.816, -84.365)",10
"(33.816, -84.366)",32
"(33.816, -84.367)",20
"(33.816, -84.376)",5
"(33.816, -84.381)",1
"(33.816, -84.382)",1
"(33.816, -84.384)",1
"(33.816, -84.385)",1
"(33.816, -84.386)",4
"(33.816, -84.387)",2
"(33.816, -84.388)",3
"(33.816, -84.389)",1
"(33.816, -84.39)",24
"(33.816, -84.391)",155
"(33.816, -84.392)",3
"(33.816, -84.395)",2
"(33.816, -84.4)",1
"(33.816, -84.404)",38
"(33.816, -84.408)",8
"(33.816, -84.411)",2
"(33.816, -84.412)",4
"(33.816, -84.413)",2
"(33.816, -84.414)",3
"(33.816, -84.415)",1
"(33.816, -84.416)",4
"(33.816, -84.417)",1
"(33.816, -84.418)",2
"(33.816, -84.419)",4
"(33.816, -84.42)",1
"(33.816, -84.423)",9
"(33.816, -84.424)",8
"(33.816, -84.426)",28
"(33.816, -84.427)",18
"(33.816, -84.428)",21
"(33.816, -84.429)",1
"(33.816, -84.43)",1
"(33.816, -84.431)",2
"(33.816, -84.434)",3
"(33.816, -84.435)",6
"(33.816, -84.441)",23
"(33.816, -84.442)",26
"(33.816, -84.443)",27
"(33.816, -84.444)",2
"(33.816, -84.445)",3
"(33.816, -84.446)",2
"(33.816, -84.447)",4
"(33.816, -84.449)",8
"(33.816, -84.45)",9
"(33.816, -84.451)",3
"(33.816, -84.453)",34
"(33.816, -84.454)",3
"(33.816, -84.456)",1
"(33.816, -84.457)",4
"(33.816, -84.458)",2
"(33.816, -84.459)",6
"(33.816, -84.463)",3
"(33.816, -84.464)",7
"(33.816, -84.465)",7
"(33.816, -84.466)",9
"(33.816, -84.467)",5
"(33.816, -84.469)",2
"(33.816, -84.47)",10
"(33.816, -84.471)",4
"(33.816, -84.472)",3
"(33.816, -84.473)",6
"(33.816, -84.474)",1
"(33.816, -84.475)",3
"(33.816, -84.476)",1
"(33.816, -84.479)",13
"(33.817, -84.349)",4
"(33.817, -84.35)",11
"(33.817, -84.351)",41
"(33.817, -84.352)",36
"(33.817, -84.353)",24
"(33.817, -84.354)",3
"(33.817, -84.355)",1
"(33.817, -84.356)",1
"(33.817, -84.357)",4
"(33.817, -84.358)",6
"(33.817, -84.359)",3
"(33.817, -84.361)",1
"(33.817, -84.364)",5
"(33.817, -84.365)",24
"(33.817, -84.366)",81
"(33.817, -84.367)",1
"(33.817, -84.369)",3
"(33.817, -84.375)",6
"(33.817, -84.376)",2
"(33.817, -84.377)",1
"(33.817, -84.378)",4
"(33.817, -84.381)",5
"(33.817, -84.382)",4
"(33.817, -84.383)",1
"(33.817, -84.384)",3
"(33.817, -84.385)",3
"(33.817, -84.386)",2
"(33.817, -84.387)",2
"(33.817, -84.388)",2
"(33.817, -84.389)",11
"(33.817, -84.39)",58
"(33.817, -84.391)",35
"(33.817, -84.392)",7
"(33.817, -84.393)",13
"(33.817, -84.394)",11
"(33.817, -84.395)",3
"(33.817, -84.398)",2
"(33.817, -84.399)",6
"(33.817, -84.4)",1
"(33.817, -84.401)",22
"(33.817, -84.408)",1
"(33.817, -84.409)",3
"(33.817, -84.41)",4
"(33.817, -84.411)",1
"(33.817, -84.412)",2
"(33.817, -84.415)",4
"(33.817, -84.416)",3
"(33.817, -84.418)",2
"(33.817, -84.419)",1
"(33.817, -84.423)",4
"(33.817, -84.424)",4
"(33.817, -84.425)",5
"(33.817, -84.426)",6
"(33.817, -84.428)",18
"(33.817, -84.429)",1
"(33.817, -84.43)",2
"(33.817, -84.431)",2
"(33.817, -84.432)",2
"(33.817, -84.433)",3
"(33.817, -84.434)",4
"(33.817, -84.435)",4
"(33.817, -84.44)",14
"(33.817, -84.443)",3
"(33.817, -84.444)",6
"(33.817, -84.448)",2
"(33.817, -84.449)",37
"(33.817, -84.45)",9
"(33.817, -84.451)",1
"(33.817, -84.454)",6
"(33.817, -84.456)",1
"(33.817, -84.457)",5
"(33.817, -84.458)",5
"(33.817, -84.459)",3
"(33.817, -84.46)",2
"(33.817, -84.461)",2
"(33.817, -84.463)",8
"(33.817, -84.464)",10
"(33.817, -84.465)",6
"(33.817, -84.466)",1
"(33.817, -84.469)",2
"(33.817, -84.47)",9
"(33.817, -84.471)",1
"(33.817, -84.473)",3
"(33.817, -84.474)",5
"(33.817, -84.475)",3
"(33.817, -84.48)",1
"(33.818, -84.35)",6
"(33.818, -84.351)",112
"(33.818, -84.352)",55
"(33.818, -84.353)",42
"(33.818, -84.354)",2
"(33.818, -84.355)",4
"(33.818, -84.356)",2
"(33.818, -84.357)",5
"(33.818, -84.358)",2
"(33.818, -84.359)",1
"(33.818, -84.36)",3
"(33.818, -84.365)",1
"(33.818, -84.367)",37
"(33.818, -84.372)",2
"(33.818, -84.375)",22
"(33.818, -84.376)",6
"(33.818, -84.377)",6
"(33.818, -84.378)",30
"(33.818, -84.38)",4
"(33.818, -84.381)",31
"(33.818, -84.382)",4
"(33.818, -84.383)",3
"(33.818, -84.384)",5
"(33.818, -84.385)",4
"(33.818, -84.386)",1
"(33.818, -84.387)",5
"(33.818, -84.388)",1
"(33.818, -84.389)",24
