Coordinates3,Count
"(33.677, -84.534)",1
"(33.677, -84.535)",2
"(33.678, -84.358)",11
"(33.678, -84.369)",6
"(33.678, -84.38)",4
"(33.678, -84.381)",4
"(33.678, -84.382)",6
"(33.678, -84.383)",3
"(33.678, -84.388)",6
"(33.678, -84.389)",1
"(33.678, -84.39)",6
"(33.678, -84.391)",2
"(33.678, -84.393)",2
"(33.678, -84.394)",5
"(33.678, -84.395)",1
"(33.678, -84.396)",4
"(33.678, -84.397)",2
"(33.678, -84.399)",24
"(33.678, -84.4)",17
"(33.678, -84.401)",13
"(33.678, -84.402)",18
"(33.678, -84.403)",12
"(33.678, -84.404)",12
"(33.678, -84.405)",5
"(33.678, -84.406)",14
"(33.678, -84.407)",12
"(33.678, -84.408)",8
"(33.678, -84.415)",4
"(33.678, -84.487)",9
"(33.678, -84.488)",1
"(33.678, -84.489)",4
"(33.678, -84.49)",2
"(33.678, -84.491)",1
"(33.678, -84.492)",2
"(33.678, -84.494)",1
"(33.678, -84.495)",35
"(33.678, -84.496)",19
"(33.678, -84.497)",1
"(33.678, -84.503)",1
"(33.678, -84.504)",1
"(33.678, -84.506)",8
"(33.678, -84.508)",5
"(33.678, -84.509)",2
"(33.678, -84.51)",5
"(33.678, -84.511)",7
"(33.678, -84.512)",2
"(33.678, -84.513)",6
"(33.678, -84.514)",10
"(33.678, -84.518)",10
"(33.678, -84.519)",1
"(33.678, -84.522)",1
"(33.678, -84.535)",1
"(33.679, -84.35)",1
"(33.679, -84.365)",1
"(33.679, -84.366)",26
"(33.679, -84.368)",4
"(33.679, -84.369)",1
"(33.679, -84.37)",39
"(33.679, -84.371)",81
"(33.679, -84.372)",5
"(33.679, -84.376)",4
"(33.679, -84.377)",1
"(33.679, -84.378)",5
"(33.679, -84.38)",5
"(33.679, -84.381)",5
"(33.679, -84.382)",6
"(33.679, -84.384)",3
"(33.679, -84.388)",8
"(33.679, -84.39)",1
"(33.679, -84.391)",11
"(33.679, -84.393)",31
"(33.679, -84.395)",1
"(33.679, -84.397)",3
"(33.679, -84.399)",35
"(33.679, -84.4)",27
"(33.679, -84.401)",10
"(33.679, -84.402)",14
"(33.679, -84.403)",15
"(33.679, -84.404)",7
"(33.679, -84.405)",2
"(33.679, -84.406)",21
"(33.679, -84.407)",3
"(33.679, -84.408)",23
"(33.679, -84.414)",25
"(33.679, -84.487)",2
"(33.679, -84.488)",1
"(33.679, -84.489)",1
"(33.679, -84.49)",1
"(33.679, -84.492)",12
"(33.679, -84.503)",1
"(33.679, -84.504)",1
"(33.679, -84.505)",2
"(33.679, -84.506)",6
"(33.679, -84.507)",5
"(33.679, -84.508)",3
"(33.679, -84.509)",2
"(33.679, -84.51)",8
"(33.679, -84.512)",5
"(33.679, -84.515)",1
"(33.679, -84.517)",4
"(33.679, -84.518)",1
"(33.679, -84.533)",8
"(33.679, -84.535)",2
"(33.68, -84.358)",9
"(33.68, -84.366)",1
"(33.68, -84.367)",6
"(33.68, -84.368)",18
"(33.68, -84.369)",64
"(33.68, -84.37)",44
"(33.68, -84.375)",5
"(33.68, -84.376)",8
"(33.68, -84.377)",4
"(33.68, -84.378)",25
"(33.68, -84.379)",63
"(33.68, -84.38)",2
"(33.68, -84.381)",6
"(33.68, -84.382)",8
"(33.68, -84.384)",21
"(33.68, -84.389)",5
"(33.68, -84.39)",12
"(33.68, -84.392)",2
"(33.68, -84.393)",127
"(33.68, -84.394)",25
"(33.68, -84.395)",1
"(33.68, -84.396)",233
"(33.68, -84.399)",1
"(33.68, -84.4)",16
"(33.68, -84.401)",2
"(33.68, -84.402)",7
"(33.68, -84.403)",4
"(33.68, -84.404)",1
"(33.68, -84.405)",13
"(33.68, -84.406)",1
"(33.68, -84.407)",40
"(33.68, -84.408)",33
"(33.68, -84.487)",1
"(33.68, -84.489)",2
"(33.68, -84.49)",2
"(33.68, -84.492)",5
"(33.68, -84.493)",2
"(33.68, -84.494)",4
"(33.68, -84.505)",1
"(33.68, -84.506)",1
"(33.68, -84.507)",5
"(33.68, -84.508)",10
"(33.68, -84.509)",4
"(33.68, -84.51)",5
"(33.68, -84.511)",9
"(33.68, -84.512)",1
"(33.68, -84.515)",1
"(33.68, -84.516)",5
"(33.68, -84.517)",1
"(33.68, -84.518)",1
"(33.68, -84.52)",4
"(33.68, -84.523)",2
"(33.68, -84.525)",1
"(33.68, -84.527)",1
"(33.68, -84.531)",1
"(33.68, -84.533)",7
"(33.68, -84.534)",3
"(33.68, -84.535)",5
"(33.681, -84.357)",1
"(33.681, -84.358)",1
"(33.681, -84.368)",33
"(33.681, -84.369)",43
"(33.681, -84.371)",1
"(33.681, -84.372)",202
"(33.681, -84.373)",3
"(33.681, -84.374)",13
"(33.681, -84.375)",1
"(33.681, -84.38)",8
"(33.681, -84.381)",6
"(33.681, -84.382)",55
"(33.681, -84.383)",8
"(33.681, -84.384)",20
"(33.681, -84.385)",35
"(33.681, -84.386)",10
"(33.681, -84.387)",9
"(33.681, -84.388)",24
"(33.681, -84.389)",28
"(33.681, -84.39)",19
"(33.681, -84.391)",43
"(33.681, -84.392)",42
"(33.681, -84.393)",20
"(33.681, -84.394)",122
"(33.681, -84.395)",35
"(33.681, -84.396)",43
"(33.681, -84.397)",96
"(33.681, -84.398)",28
"(33.681, -84.399)",19
"(33.681, -84.4)",9
"(33.681, -84.401)",146
"(33.681, -84.402)",47
"(33.681, -84.403)",22
"(33.681, -84.404)",17
"(33.681, -84.405)",16
"(33.681, -84.406)",365
"(33.681, -84.407)",119
"(33.681, -84.408)",104
"(33.681, -84.41)",14
"(33.681, -84.411)",10
"(33.681, -84.412)",10
"(33.681, -84.413)",9
"(33.681, -84.414)",28
"(33.681, -84.415)",15
"(33.681, -84.417)",1
"(33.681, -84.488)",3
"(33.681, -84.489)",3
"(33.681, -84.491)",5
"(33.681, -84.492)",6
"(33.681, -84.494)",356
"(33.681, -84.507)",8
"(33.681, -84.508)",6
"(33.681, -84.51)",8
"(33.681, -84.511)",3
"(33.681, -84.512)",2
"(33.681, -84.515)",3
"(33.681, -84.516)",1
"(33.681, -84.523)",1
"(33.681, -84.524)",1
"(33.681, -84.526)",6
"(33.681, -84.527)",2
"(33.681, -84.528)",2
"(33.681, -84.533)",4
"(33.681, -84.534)",4
"(33.681, -84.535)",2
"(33.681, -84.536)",2
"(33.681, -84.537)",12
"(33.681, -84.538)",2
"(33.681, -84.539)",5
"(33.681, -84.54)",2
"(33.682, -84.35)",10
"(33.682, -84.354)",3
"(33.682, -84.368)",23
"(33.682, -84.37)",41
"(33.682, -84.371)",3
"(33.682, -84.372)",1
"(33.682, -84.38)",7
"(33.682, -84.381)",7
"(33.682, -84.382)",1
"(33.682, -84.383)",2
"(33.682, -84.385)",8
"(33.682, -84.387)",14
"(33.682, -84.388)",9
"(33.682, -84.389)",11
"(33.682, -84.391)",2
"(33.682, -84.394)",16
"(33.682, -84.395)",14
"(33.682, -84.396)",57
"(33.682, -84.401)",21
"(33.682, -84.402)",44
"(33.682, -84.404)",16
"(33.682, -84.405)",3
"(33.682, -84.406)",2
"(33.682, -84.407)",124
"(33.682, -84.408)",139
"(33.682, -84.41)",66
"(33.682, -84.414)",74
"(33.682, -84.415)",22
"(33.682, -84.416)",12
"(33.682, -84.417)",25
"(33.682, -84.488)",2
"(33.682, -84.489)",2
"(33.682, -84.49)",1
"(33.682, -84.491)",16
"(33.682, -84.492)",4
"(33.682, -84.493)",4
"(33.682, -84.494)",1
"(33.682, -84.496)",14
"(33.682, -84.497)",1
"(33.682, -84.507)",4
"(33.682, -84.508)",23
"(33.682, -84.509)",1
"(33.682, -84.513)",2
"(33.682, -84.515)",2
"(33.682, -84.526)",1
"(33.682, -84.527)",1
"(33.682, -84.528)",2
"(33.682, -84.536)",2
"(33.682, -84.537)",1
"(33.682, -84.538)",4
"(33.682, -84.539)",2
"(33.682, -84.54)",1
"(33.682, -84.541)",3
"(33.683, -84.353)",1
"(33.683, -84.354)",11
"(33.683, -84.355)",24
"(33.683, -84.359)",2
"(33.683, -84.36)",3
"(33.683, -84.38)",3
"(33.683, -84.381)",1
"(33.683, -84.382)",1
"(33.683, -84.385)",2
"(33.683, -84.386)",4
"(33.683, -84.387)",2
"(33.683, -84.388)",8
"(33.683, -84.393)",18
"(33.683, -84.394)",278
"(33.683, -84.396)",14
"(33.683, -84.397)",6
"(33.683, -84.398)",7
"(33.683, -84.401)",8
"(33.683, -84.402)",2
"(33.683, -84.403)",10
"(33.683, -84.404)",4
"(33.683, -84.405)",3
"(33.683, -84.406)",25
"(33.683, -84.407)",110
"(33.683, -84.408)",8
"(33.683, -84.409)",1030
"(33.683, -84.415)",1
"(33.683, -84.416)",35
"(33.683, -84.417)",3
"(33.683, -84.487)",6
"(33.683, -84.489)",7
"(33.683, -84.491)",4
"(33.683, -84.492)",9
"(33.683, -84.493)",6
"(33.683, -84.495)",9
"(33.683, -84.496)",38
"(33.683, -84.499)",7
"(33.683, -84.501)",108
"(33.683, -84.503)",15
"(33.683, -84.505)",19
"(33.683, -84.506)",3
"(33.683, -84.507)",5
"(33.683, -84.508)",5
"(33.683, -84.509)",15
"(33.683, -84.512)",2
"(33.683, -84.534)",3
"(33.683, -84.535)",1
"(33.683, -84.536)",1
"(33.683, -84.537)",8
"(33.683, -84.539)",1
"(33.683, -84.54)",2
"(33.683, -84.541)",6
"(33.684, -84.351)",6
"(33.684, -84.355)",17
"(33.684, -84.357)",10
"(33.684, -84.359)",7
"(33.684, -84.36)",5
"(33.684, -84.362)",1
"(33.684, -84.365)",15
"(33.684, -84.366)",26
"(33.684, -84.381)",4
"(33.684, -84.382)",7
"(33.684, -84.383)",4
"(33.684, -84.385)",4
"(33.684, -84.386)",4
"(33.684, -84.387)",6
"(33.684, -84.388)",9
"(33.684, -84.389)",1
"(33.684, -84.391)",6
"(33.684, -84.392)",8
"(33.684, -84.393)",23
"(33.684, -84.394)",17
"(33.684, -84.395)",2
"(33.684, -84.396)",9
"(33.684, -84.398)",5
"(33.684, -84.401)",26
"(33.684, -84.402)",8
"(33.684, -84.403)",2
"(33.684, -84.404)",2
"(33.684, -84.405)",6
"(33.684, -84.406)",24
"(33.684, -84.407)",37
"(33.684, -84.408)",7
"(33.684, -84.415)",54
"(33.684, -84.416)",1
"(33.684, -84.487)",8
"(33.684, -84.488)",3
"(33.684, -84.489)",3
"(33.684, -84.49)",1
"(33.684, -84.491)",11
"(33.684, -84.492)",12
"(33.684, -84.493)",3
"(33.684, -84.494)",8
"(33.684, -84.495)",11
"(33.684, -84.496)",28
"(33.684, -84.497)",1
"(33.684, -84.5)",2
"(33.684, -84.501)",1
"(33.684, -84.502)",324
"(33.684, -84.505)",16
"(33.684, -84.506)",3
"(33.684, -84.507)",14
"(33.684, -84.508)",8
"(33.684, -84.509)",6
"(33.684, -84.51)",2
"(33.684, -84.511)",17
"(33.684, -84.512)",9
"(33.684, -84.515)",9
"(33.684, -84.516)",12
"(33.684, -84.528)",2
"(33.684, -84.532)",5
"(33.684, -84.533)",6
"(33.684, -84.536)",2
"(33.684, -84.537)",1
"(33.684, -84.538)",4
"(33.684, -84.539)",2
"(33.684, -84.54)",5
"(33.684, -84.541)",1
"(33.685, -84.353)",5
"(33.685, -84.354)",6
"(33.685, -84.36)",16
"(33.685, -84.364)",7
"(33.685, -84.365)",60
"(33.685, -84.367)",1
"(33.685, -84.375)",7
"(33.685, -84.38)",14
"(33.685, -84.382)",2
"(33.685, -84.383)",3
"(33.685, -84.384)",2
"(33.685, -84.385)",5
"(33.685, -84.388)",1
"(33.685, -84.389)",4
"(33.685, -84.39)",6
"(33.685, -84.391)",4
"(33.685, -84.392)",3
"(33.685, -84.393)",9
"(33.685, -84.394)",4
"(33.685, -84.396)",9
"(33.685, -84.397)",6
"(33.685, -84.398)",1
"(33.685, -84.401)",5
"(33.685, -84.402)",1
"(33.685, -84.404)",1
"(33.685, -84.408)",1
"(33.685, -84.409)",6
"(33.685, -84.413)",3
"(33.685, -84.414)",3
"(33.685, -84.415)",7
"(33.685, -84.416)",6
"(33.685, -84.489)",3
"(33.685, -84.49)",5
"(33.685, -84.492)",4
"(33.685, -84.493)",3
"(33.685, -84.494)",15
"(33.685, -84.495)",1
"(33.685, -84.496)",21
"(33.685, -84.505)",14
"(33.685, -84.506)",15
"(33.685, -84.507)",6
"(33.685, -84.508)",7
"(33.685, -84.509)",6
"(33.685, -84.51)",7
"(33.685, -84.511)",3
"(33.685, -84.527)",3
"(33.685, -84.536)",10
"(33.685, -84.537)",1
"(33.685, -84.538)",1
"(33.685, -84.54)",1
"(33.685, -84.541)",1
"(33.686, -84.353)",4
"(33.686, -84.354)",9
"(33.686, -84.355)",4
"(33.686, -84.356)",4
"(33.686, -84.357)",1
"(33.686, -84.359)",1
"(33.686, -84.36)",1
"(33.686, -84.361)",37
"(33.686, -84.363)",1
"(33.686, -84.364)",8
"(33.686, -84.365)",3
"(33.686, -84.379)",3
"(33.686, -84.38)",1
"(33.686, -84.381)",6
"(33.686, -84.383)",3
"(33.686, -84.384)",3
"(33.686, -84.387)",3
"(33.686, -84.389)",6
"(33.686, -84.39)",1
"(33.686, -84.391)",3
"(33.686, -84.392)",25
"(33.686, -84.393)",3
"(33.686, -84.394)",5
"(33.686, -84.395)",2
"(33.686, -84.396)",2
"(33.686, -84.408)",20
"(33.686, -84.409)",5
"(33.686, -84.41)",5
"(33.686, -84.411)",12
"(33.686, -84.412)",10
"(33.686, -84.413)",4
"(33.686, -84.414)",9
"(33.686, -84.415)",6
"(33.686, -84.416)",9
"(33.686, -84.417)",3
"(33.686, -84.491)",4
"(33.686, -84.492)",9
"(33.686, -84.493)",4
"(33.686, -84.494)",18
"(33.686, -84.495)",4
"(33.686, -84.496)",1
"(33.686, -84.497)",62
"(33.686, -84.505)",4
"(33.686, -84.506)",8
"(33.686, -84.507)",11
"(33.686, -84.508)",9
"(33.686, -84.509)",1
"(33.686, -84.51)",14
"(33.686, -84.511)",12
"(33.686, -84.512)",5
"(33.686, -84.513)",10
"(33.686, -84.515)",1
"(33.686, -84.526)",1
"(33.686, -84.527)",3
"(33.686, -84.53)",8
"(33.686, -84.531)",2
"(33.686, -84.534)",1
"(33.686, -84.535)",3
"(33.686, -84.536)",3
"(33.686, -84.537)",6
"(33.686, -84.538)",1
"(33.686, -84.539)",6
"(33.686, -84.54)",4
"(33.686, -84.543)",2
"(33.686, -84.544)",4
"(33.686, -84.545)",4
"(33.687, -84.354)",8
"(33.687, -84.355)",12
"(33.687, -84.356)",15
"(33.687, -84.357)",7
"(33.687, -84.358)",2
"(33.687, -84.36)",17
"(33.687, -84.361)",1
"(33.687, -84.362)",10
"(33.687, -84.364)",3
"(33.687, -84.378)",1
"(33.687, -84.379)",14
"(33.687, -84.38)",6
"(33.687, -84.381)",6
"(33.687, -84.382)",3
"(33.687, -84.384)",6
"(33.687, -84.385)",1
"(33.687, -84.386)",1
"(33.687, -84.387)",1
"(33.687, -84.388)",16
"(33.687, -84.389)",3
"(33.687, -84.39)",3
"(33.687, -84.391)",4
"(33.687, -84.392)",11
"(33.687, -84.393)",1
"(33.687, -84.394)",1
"(33.687, -84.395)",1
"(33.687, -84.396)",1
"(33.687, -84.403)",1
"(33.687, -84.404)",2
"(33.687, -84.405)",3
"(33.687, -84.406)",8
"(33.687, -84.407)",3
"(33.687, -84.408)",2
"(33.687, -84.409)",22
"(33.687, -84.41)",5
"(33.687, -84.411)",2
"(33.687, -84.412)",4
"(33.687, -84.413)",9
"(33.687, -84.416)",5
"(33.687, -84.417)",2
"(33.687, -84.49)",1
"(33.687, -84.491)",3
"(33.687, -84.498)",1107
"(33.687, -84.505)",3
"(33.687, -84.506)",4
"(33.687, -84.507)",1
"(33.687, -84.508)",2
"(33.687, -84.511)",2
"(33.687, -84.512)",17
"(33.687, -84.513)",3
"(33.687, -84.526)",3
"(33.687, -84.527)",9
"(33.687, -84.528)",1
"(33.687, -84.53)",2
"(33.687, -84.531)",2
"(33.687, -84.532)",4
"(33.687, -84.533)",3
"(33.687, -84.534)",2
"(33.687, -84.535)",3
"(33.687, -84.536)",2
"(33.687, -84.537)",3
"(33.687, -84.538)",4
"(33.687, -84.539)",5
"(33.687, -84.54)",2
"(33.687, -84.542)",10
"(33.687, -84.543)",1
"(33.687, -84.544)",4
"(33.687, -84.545)",2
"(33.688, -84.351)",10
"(33.688, -84.355)",8
"(33.688, -84.356)",2
"(33.688, -84.357)",10
"(33.688, -84.358)",19
"(33.688, -84.359)",12
"(33.688, -84.36)",7
"(33.688, -84.361)",8
"(33.688, -84.362)",12
"(33.688, -84.363)",3
"(33.688, -84.364)",5
"(33.688, -84.365)",7
"(33.688, -84.366)",1
"(33.688, -84.368)",3
"(33.688, -84.37)",17
"(33.688, -84.374)",1
"(33.688, -84.376)",1
"(33.688, -84.377)",10
"(33.688, -84.378)",11
"(33.688, -84.379)",8
"(33.688, -84.38)",20
"(33.688, -84.381)",7
"(33.688, -84.382)",5
"(33.688, -84.383)",11
"(33.688, -84.385)",6
"(33.688, -84.386)",4
"(33.688, -84.387)",4
"(33.688, -84.388)",4
"(33.688, -84.39)",5
"(33.688, -84.391)",8
"(33.688, -84.392)",10
"(33.688, -84.394)",1
"(33.688, -84.402)",5
"(33.688, -84.403)",9
"(33.688, -84.404)",3
"(33.688, -84.405)",2
"(33.688, -84.407)",4
"(33.688, -84.408)",5
"(33.688, -84.409)",11
"(33.688, -84.41)",3
"(33.688, -84.411)",5
"(33.688, -84.412)",7
"(33.688, -84.413)",4
"(33.688, -84.414)",3
"(33.688, -84.415)",6
"(33.688, -84.416)",8
"(33.688, -84.487)",540
"(33.688, -84.489)",15
"(33.688, -84.49)",24
"(33.688, -84.493)",666
"(33.688, -84.505)",1
"(33.688, -84.506)",27
"(33.688, -84.507)",5
"(33.688, -84.508)",2
"(33.688, -84.511)",7
"(33.688, -84.512)",7
"(33.688, -84.516)",9
"(33.688, -84.527)",3
"(33.688, -84.528)",1
"(33.688, -84.529)",7
"(33.688, -84.53)",1
"(33.688, -84.531)",5
"(33.688, -84.532)",4
"(33.688, -84.533)",8
"(33.688, -84.535)",4
"(33.688, -84.536)",5
"(33.688, -84.537)",8
"(33.688, -84.538)",5
"(33.688, -84.539)",19
"(33.688, -84.54)",1
"(33.688, -84.541)",6
"(33.688, -84.542)",2
"(33.688, -84.543)",4
"(33.688, -84.545)",2
"(33.689, -84.352)",2
"(33.689, -84.353)",1
"(33.689, -84.355)",1
"(33.689, -84.356)",1
"(33.689, -84.357)",13
"(33.689, -84.358)",22
"(33.689, -84.359)",21
"(33.689, -84.36)",21
"(33.689, -84.361)",11
"(33.689, -84.362)",9
"(33.689, -84.363)",6
"(33.689, -84.364)",13
"(33.689, -84.365)",2
"(33.689, -84.366)",3
"(33.689, -84.367)",3
"(33.689, -84.369)",125
"(33.689, -84.37)",5
"(33.689, -84.371)",9
"(33.689, -84.372)",11
"(33.689, -84.373)",6
"(33.689, -84.374)",16
"(33.689, -84.375)",1
"(33.689, -84.376)",9
"(33.689, -84.379)",3
"(33.689, -84.38)",6
"(33.689, -84.381)",5
"(33.689, -84.382)",7
"(33.689, -84.383)",4
"(33.689, -84.385)",3
"(33.689, -84.386)",12
"(33.689, -84.387)",12
"(33.689, -84.388)",6
"(33.689, -84.389)",2
"(33.689, -84.39)",16
"(33.689, -84.392)",3
"(33.689, -84.393)",3
"(33.689, -84.394)",1
"(33.689, -84.396)",1
"(33.689, -84.399)",1
"(33.689, -84.402)",4
"(33.689, -84.403)",4
"(33.689, -84.404)",6
"(33.689, -84.405)",5
"(33.689, -84.406)",9
"(33.689, -84.407)",14
"(33.689, -84.408)",12
"(33.689, -84.409)",27
"(33.689, -84.411)",4
"(33.689, -84.412)",10
"(33.689, -84.413)",10
"(33.689, -84.414)",5
"(33.689, -84.415)",3
"(33.689, -84.416)",5
"(33.689, -84.487)",13
"(33.689, -84.488)",120
"(33.689, -84.489)",65
"(33.689, -84.502)",2
"(33.689, -84.506)",1
"(33.689, -84.507)",6
"(33.689, -84.508)",5
"(33.689, -84.511)",6
"(33.689, -84.512)",19
"(33.689, -84.513)",144
"(33.689, -84.517)",1
"(33.689, -84.526)",2
"(33.689, -84.527)",8
"(33.689, -84.531)",5
"(33.689, -84.532)",8
"(33.689, -84.533)",6
"(33.689, -84.534)",5
"(33.689, -84.535)",7
"(33.689, -84.536)",7
"(33.689, -84.537)",13
"(33.689, -84.538)",7
"(33.689, -84.539)",2
"(33.689, -84.54)",10
"(33.689, -84.541)",4
"(33.689, -84.542)",5
"(33.689, -84.543)",2
"(33.689, -84.544)",2
"(33.689, -84.545)",1
"(33.69, -84.351)",3
"(33.69, -84.352)",7
"(33.69, -84.353)",13
"(33.69, -84.354)",9
"(33.69, -84.355)",14
"(33.69, -84.356)",9
"(33.69, -84.357)",14
"(33.69, -84.358)",9
"(33.69, -84.359)",11
"(33.69, -84.36)",11
"(33.69, -84.361)",18
"(33.69, -84.362)",7
"(33.69, -84.363)",6
"(33.69, -84.364)",4
"(33.69, -84.366)",22
"(33.69, -84.37)",9
"(33.69, -84.371)",4
"(33.69, -84.372)",1
"(33.69, -84.374)",12
"(33.69, -84.375)",8
"(33.69, -84.376)",2
"(33.69, -84.377)",1
"(33.69, -84.379)",1
"(33.69, -84.387)",10
"(33.69, -84.388)",3
"(33.69, -84.391)",1
"(33.69, -84.392)",5
"(33.69, -84.393)",3
"(33.69, -84.395)",3
"(33.69, -84.396)",7
"(33.69, -84.398)",2
"(33.69, -84.399)",5
"(33.69, -84.401)",1
"(33.69, -84.408)",59
"(33.69, -84.409)",1
"(33.69, -84.411)",5
"(33.69, -84.412)",2
"(33.69, -84.413)",6
"(33.69, -84.414)",9
"(33.69, -84.415)",5
"(33.69, -84.416)",6
"(33.69, -84.417)",3
"(33.69, -84.486)",6
"(33.69, -84.487)",84
"(33.69, -84.488)",15
"(33.69, -84.489)",125
"(33.69, -84.494)",1
"(33.69, -84.495)",1
"(33.69, -84.496)",2
"(33.69, -84.499)",2
"(33.69, -84.5)",78
"(33.69, -84.502)",1
"(33.69, -84.503)",1
"(33.69, -84.504)",4
"(33.69, -84.505)",59
"(33.69, -84.506)",161
"(33.69, -84.507)",4
"(33.69, -84.508)",61
"(33.69, -84.509)",30
"(33.69, -84.51)",42
"(33.69, -84.511)",39
"(33.69, -84.512)",22
"(33.69, -84.513)",20
"(33.69, -84.516)",10
"(33.69, -84.518)",1
"(33.69, -84.525)",2
"(33.69, -84.526)",4
"(33.69, -84.527)",5
"(33.69, -84.528)",4
"(33.69, -84.529)",1
"(33.69, -84.53)",8
"(33.69, -84.531)",2
"(33.69, -84.532)",7
"(33.69, -84.533)",8
"(33.69, -84.534)",3
"(33.69, -84.536)",5
"(33.69, -84.537)",3
"(33.69, -84.538)",3
"(33.69, -84.539)",10
"(33.69, -84.54)",1
"(33.69, -84.541)",5
"(33.69, -84.542)",4
"(33.69, -84.543)",1
"(33.69, -84.544)",1
"(33.69, -84.545)",6
"(33.691, -84.351)",12
"(33.691, -84.352)",6
"(33.691, -84.353)",13
"(33.691, -84.354)",4
"(33.691, -84.355)",14
"(33.691, -84.356)",5
"(33.691, -84.357)",18
"(33.691, -84.358)",8
"(33.691, -84.359)",13
"(33.691, -84.36)",16
"(33.691, -84.365)",2
"(33.691, -84.37)",10
"(33.691, -84.371)",8
"(33.691, -84.372)",5
"(33.691, -84.373)",1
"(33.691, -84.374)",10
"(33.691, -84.375)",9
"(33.691, -84.376)",9
"(33.691, -84.377)",10
"(33.691, -84.379)",1
"(33.691, -84.38)",1
"(33.691, -84.387)",24
"(33.691, -84.388)",12
"(33.691, -84.391)",9
"(33.691, -84.392)",1
"(33.691, -84.395)",9
"(33.691, -84.396)",11
"(33.691, -84.397)",2
"(33.691, -84.398)",3
"(33.691, -84.399)",11
"(33.691, -84.4)",6
"(33.691, -84.41)",3
"(33.691, -84.411)",2
"(33.691, -84.412)",7
"(33.691, -84.413)",1
"(33.691, -84.414)",9
"(33.691, -84.415)",10
"(33.691, -84.416)",6
"(33.691, -84.483)",1
"(33.691, -84.484)",2
"(33.691, -84.485)",6
"(33.691, -84.489)",4
"(33.691, -84.49)",12
"(33.691, -84.492)",38
"(33.691, -84.493)",3
"(33.691, -84.494)",1
"(33.691, -84.495)",5
"(33.691, -84.497)",1
"(33.691, -84.503)",2
"(33.691, -84.506)",12
"(33.691, -84.507)",1
"(33.691, -84.51)",74
"(33.691, -84.511)",80
"(33.691, -84.512)",42
"(33.691, -84.513)",14
"(33.691, -84.514)",10
"(33.691, -84.516)",31
"(33.691, -84.518)",3
"(33.691, -84.519)",27
"(33.691, -84.52)",29
"(33.691, -84.521)",25
"(33.691, -84.522)",16
"(33.691, -84.523)",15
"(33.691, -84.524)",10
"(33.691, -84.525)",9
"(33.691, -84.526)",5
"(33.691, -84.527)",4
"(33.691, -84.528)",4
"(33.691, -84.53)",3
"(33.691, -84.531)",3
"(33.691, -84.533)",2
"(33.691, -84.534)",6
"(33.691, -84.535)",3
"(33.691, -84.536)",2
"(33.691, -84.537)",3
"(33.691, -84.538)",8
"(33.691, -84.541)",4
"(33.691, -84.542)",2
"(33.691, -84.543)",2
"(33.691, -84.544)",3
"(33.691, -84.545)",1
"(33.692, -84.349)",1
"(33.692, -84.351)",4
"(33.692, -84.352)",8
"(33.692, -84.353)",4
"(33.692, -84.354)",1
"(33.692, -84.357)",10
"(33.692, -84.361)",13
"(33.692, -84.364)",27
"(33.692, -84.366)",8
"(33.692, -84.37)",8
"(33.692, -84.372)",5
"(33.692, -84.373)",3
"(33.692, -84.374)",6
"(33.692, -84.376)",1
"(33.692, -84.377)",1
"(33.692, -84.378)",4
"(33.692, -84.379)",14
"(33.692, -84.38)",2
"(33.692, -84.387)",15
"(33.692, -84.388)",14
"(33.692, -84.391)",2
"(33.692, -84.392)",2
"(33.692, -84.394)",4
"(33.692, -84.395)",6
"(33.692, -84.396)",11
"(33.692, -84.398)",5
"(33.692, -84.399)",14
"(33.692, -84.4)",7
"(33.692, -84.401)",2
"(33.692, -84.408)",24
"(33.692, -84.409)",17
"(33.692, -84.411)",2
"(33.692, -84.412)",1
"(33.692, -84.413)",4
"(33.692, -84.414)",4
"(33.692, -84.415)",4
"(33.692, -84.416)",4
"(33.692, -84.483)",3
"(33.692, -84.484)",2
"(33.692, -84.485)",5
"(33.692, -84.487)",385
"(33.692, -84.49)",16
"(33.692, -84.491)",49
"(33.692, -84.492)",1
"(33.692, -84.494)",13
"(33.692, -84.495)",1
"(33.692, -84.496)",2
"(33.692, -84.497)",1
"(33.692, -84.498)",1
"(33.692, -84.501)",2
"(33.692, -84.502)",3
"(33.692, -84.505)",3
"(33.692, -84.506)",1
"(33.692, -84.507)",2
"(33.692, -84.508)",1
"(33.692, -84.511)",5
"(33.692, -84.513)",5
"(33.692, -84.514)",15
"(33.692, -84.516)",326
"(33.692, -84.519)",11
"(33.692, -84.52)",11
"(33.692, -84.521)",12
"(33.692, -84.522)",16
"(33.692, -84.523)",7
"(33.692, -84.524)",4
"(33.692, -84.525)",12
"(33.692, -84.526)",1
"(33.692, -84.527)",4
"(33.692, -84.528)",9
"(33.692, -84.53)",1
"(33.692, -84.531)",2
"(33.692, -84.533)",4
"(33.692, -84.534)",6
"(33.692, -84.535)",15
"(33.692, -84.536)",8
"(33.692, -84.537)",1
"(33.692, -84.538)",11
"(33.692, -84.539)",3
"(33.692, -84.54)",2
"(33.692, -84.541)",1
"(33.692, -84.542)",4
"(33.692, -84.543)",1
"(33.692, -84.545)",1
"(33.693, -84.349)",5
"(33.693, -84.351)",4
"(33.693, -84.352)",41
"(33.693, -84.353)",1
"(33.693, -84.354)",6
"(33.693, -84.355)",3
"(33.693, -84.356)",2
"(33.693, -84.357)",3
